id,Year,REG,State Name,HLSA Num,Line Num,Service Category,SSBG Expenditures,Total TANF,Total SSBG Expenditures,"Other Fed, State, and Local Funds",Children,Adults 59 and Younger,Adults 60 and Older,Adults Unknown,Total Adults,Total Recipients
24,2018,3,Maryland,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
24,2018,3,Maryland,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
24,2018,3,Maryland,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
24,2018,3,Maryland,8,20,Prevention and Intervention,572675,785961,1358636,18546176,16137,1734,4,0,1738,17875
24,2018,3,Maryland,7,21,Protective Services - Adults,4483683,0,4483683,4159185,0,1611,5234,75,6920,6920
24,2018,3,Maryland,1,22,Protective Services - Children,3000336,6722538,9722874,97166341,38265,0,0,0,0,38265
24,2018,3,Maryland,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
24,2018,3,Maryland,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
24,2018,3,Maryland,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
24,2018,3,Maryland,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
24,2018,3,Maryland,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
24,2018,3,Maryland,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
24,2018,3,Maryland,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
24,2018,3,Maryland,0,31,Administrative Costs,0,0,0,0,0,0,0,0,0,0
24,2018,3,Maryland,0,32,All Categories,29398735,22834200,52232935,243154365,65347,10167,11715,88,21970,87317
25,2018,1,Massachusetts,1,1,Adoption Services,705679,0,705679,2963620,2421,0,0,0,0,2421
25,2018,1,Massachusetts,2,2,Case Management,4489104,0,4489104,7027891,47980,0,0,52193,52193,100173
25,2018,1,Massachusetts,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
25,2018,1,Massachusetts,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
25,2018,1,Massachusetts,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
25,2018,1,Massachusetts,3,6,Day Care - Children,25000,0,25000,0,4,0,0,0,0,4
25,2018,1,Massachusetts,5,7,Education and Training Services,132663,0,132663,555608,0,0,0,482,482,482
25,2018,1,Massachusetts,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
25,2018,1,Massachusetts,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
25,2018,1,Massachusetts,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
25,2018,1,Massachusetts,1,11,Foster Care Services - Children,5765881,28623529,34389410,126402879,7692,0,0,371,371,8063
25,2018,1,Massachusetts,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
25,2018,1,Massachusetts,8,13,Home-Based Services,4819647,0,4819647,57208875,47980,0,0,52193,52193,100173
25,2018,1,Massachusetts,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
25,2018,1,Massachusetts,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
25,2018,1,Massachusetts,5,16,Independent/Transitional Living Services,608931,0,608931,2542156,5,0,0,707,707,712
25,2018,1,Massachusetts,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
25,2018,1,Massachusetts,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
25,2018,1,Massachusetts,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
25,2018,1,Massachusetts,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
25,2018,1,Massachusetts,7,21,Protective Services - Adults,0,0,0,0,0,0,0,0,0,0
25,2018,1,Massachusetts,1,22,Protective Services - Children,190866,0,190866,303713,47980,0,0,0,0,47980
25,2018,1,Massachusetts,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
25,2018,1,Massachusetts,4,24,Residential Treatment,15720016,17161990,32882006,233506400,1678,0,0,409,409,2087
25,2018,1,Massachusetts,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
25,2018,1,Massachusetts,1,26,Special Services - Youth at Risk,272408,0,272408,443382,25,0,0,0,0,25
25,2018,1,Massachusetts,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
25,2018,1,Massachusetts,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
25,2018,1,Massachusetts,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
25,2018,1,Massachusetts,0,31,Administrative Costs,0,0,0,0,0,0,0,0,0,0
25,2018,1,Massachusetts,0,32,All Categories,32730195,45785519,78515714,430954524,155765,0,0,106355,106355,262120
,2018,1,Massachusetts Commission for the Blind,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,2,2,Case Management,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,3,6,Day Care - Children,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,1,11,Foster Care Services - Children,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,8,13,Home-Based Services,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,7,21,Protective Services - Adults,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,1,22,Protective Services - Children,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,6,25,Special Services - Disabled,665701,0,665701,4308039,830,0,0,5110,5110,5940
,2018,1,Massachusetts Commission for the Blind,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,0,31,Administrative Costs,0,0,0,0,0,0,0,0,0,0
,2018,1,Massachusetts Commission for the Blind,0,32,All Categories,665701,0,665701,4308039,830,0,0,5110,5110,5940
26,2018,5,Michigan,1,1,Adoption Services,45823,3161,48984,44876,253,0,0,0,0,253
26,2018,5,Michigan,2,2,Case Management,0,0,0,0,0,0,0,0,0,0
26,2018,5,Michigan,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
26,2018,5,Michigan,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
26,2018,5,Michigan,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
26,2018,5,Michigan,3,6,Day Care - Children,0,0,0,0,0,0,0,0,0,0
26,2018,5,Michigan,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
26,2018,5,Michigan,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
26,2018,5,Michigan,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
26,2018,5,Michigan,7,10,Foster Care Services - Adults,4981159,0,4981159,18943088,0,0,0,23487,23487,23487
26,2018,5,Michigan,1,11,Foster Care Services - Children,8952856,75537046,84489902,73726786,13710,0,0,0,0,13710
26,2018,5,Michigan,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
26,2018,5,Michigan,8,13,Home-Based Services,0,0,0,0,0,0,0,0,0,0
26,2018,5,Michigan,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
26,2018,5,Michigan,8,15,Housing Services,1951796,0,1951796,163607,5052,4566,0,0,4566,9618
26,2018,5,Michigan,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
26,2018,5,Michigan,2,17,Information and Referral,359576,0,359576,146483,786,1256,428,13,1697,2483
26,2018,5,Michigan,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
26,2018,5,Michigan,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
26,2018,5,Michigan,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
26,2018,5,Michigan,7,21,Protective Services - Adults,24204404,0,24204404,5393410,0,0,0,42003,42003,42003
26,2018,5,Michigan,1,22,Protective Services - Children,4879313,1664400,6543713,5018638,96104,0,0,0,0,96104
26,2018,5,Michigan,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
26,2018,5,Michigan,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
26,2018,5,Michigan,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
26,2018,5,Michigan,1,26,Special Services - Youth at Risk,1822968,74812,1897780,1681860,29,0,0,0,0,29
26,2018,5,Michigan,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
26,2018,5,Michigan,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
26,2018,5,Michigan,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
26,2018,5,Michigan,0,31,Administrative Costs,1315697,0,1315697,0,0,0,0,0,0,0
26,2018,5,Michigan,0,32,All Categories,48513592,77279419,125793011,105118748,115934,5822,428,65503,71753,187687
27,2018,5,Minnesota,1,1,Adoption Services,401230,63019,464249,7853508,4326,289,8,2,299,4625
27,2018,5,Minnesota,2,2,Case Management,7207774,1183128,8390902,157328006,71624,27470,17739,196,45405,117029
27,2018,5,Minnesota,7,3,Congregate Meals,33956,7514,41470,882,0,0,0,0,0,0
27,2018,5,Minnesota,2,4,Counseling Services,422544,96896,519440,4706474,1160,962,19,5,986,2146
27,2018,5,Minnesota,7,5,Day Care - Adults,45639,10472,56111,397602,0,28,5,0,33,33
27,2018,5,Minnesota,3,6,Day Care - Children,439652,0,439652,0,663,0,0,0,0,663
27,2018,5,Minnesota,5,7,Education and Training Services,916467,158938,1075405,11848306,2465,2383,151,4,2538,5003
27,2018,5,Minnesota,5,8,Employment Services,33698,7365,41063,26154,0,9,2,0,11,11
27,2018,5,Minnesota,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
27,2018,5,Minnesota,7,10,Foster Care Services - Adults,41682,10080,51762,274119,1,5,3,0,8,9
27,2018,5,Minnesota,1,11,Foster Care Services - Children,5412187,724257,6136444,113061136,21210,580,6,0,586,21796
27,2018,5,Minnesota,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
27,2018,5,Minnesota,8,13,Home-Based Services,242435,50592,293027,2175706,42,334,624,0,958,1000
27,2018,5,Minnesota,7,14,Home-Delivered Meals,55631,11909,67540,255578,0,0,0,0,0,0
27,2018,5,Minnesota,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
27,2018,5,Minnesota,5,16,Independent/Transitional Living Services,278707,51932,330639,3620731,0,0,0,0,0,0
27,2018,5,Minnesota,2,17,Information and Referral,3301016,529285,3830301,39710915,0,0,0,0,0,0
27,2018,5,Minnesota,8,18,Legal Services,564082,99522,663604,9021733,46,353,68,0,421,467
27,2018,5,Minnesota,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
27,2018,5,Minnesota,8,20,Prevention and Intervention,3689079,663439,4352518,68638661,98270,28964,3190,452,32606,130876
27,2018,5,Minnesota,7,21,Protective Services - Adults,991057,130209,1121266,9858957,9,3436,5348,418,9202,9211
27,2018,5,Minnesota,1,22,Protective Services - Children,2495840,350338,2846178,49000176,38379,5599,107,163,5869,44248
27,2018,5,Minnesota,8,23,Recreation Services,74116,17445,91561,177717,579,126,8,0,134,713
27,2018,5,Minnesota,4,24,Residential Treatment,801687,131015,932702,13843235,769,65,0,0,65,834
27,2018,5,Minnesota,6,25,Special Services - Disabled,298712,62952,361664,8381819,231,2062,424,0,2486,2717
27,2018,5,Minnesota,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
27,2018,5,Minnesota,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
27,2018,5,Minnesota,8,28,Transportation,701461,96150,797611,10777986,0,0,0,0,0,0
27,2018,5,Minnesota,8,29,Other Services,1948364,333543,2281907,22343931,4365,19201,5538,225,24964,29329
27,2018,5,Minnesota,0,31,Administrative Costs,0,0,0,0,0,0,0,0,0,0
27,2018,5,Minnesota,0,32,All Categories,30397016,4790000,35187016,533303332,244139,91866,33240,1465,126571,370710
28,2018,4,Mississippi,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
28,2018,4,Mississippi,2,2,Case Management,242184,0,242184,80450,0,0,2125,0,2125,2125
28,2018,4,Mississippi,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
28,2018,4,Mississippi,2,4,Counseling Services,1052674,8648125,9700799,0,14643,0,150,0,150,14793
28,2018,4,Mississippi,7,5,Day Care - Adults,155319,0,155319,61341,0,0,616,0,616,616
28,2018,4,Mississippi,3,6,Day Care - Children,0,0,0,0,0,0,0,0,0,0
28,2018,4,Mississippi,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
28,2018,4,Mississippi,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
28,2018,4,Mississippi,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
28,2018,4,Mississippi,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
28,2018,4,Mississippi,1,11,Foster Care Services - Children,0,0,0,0,0,0,0,0,0,0
28,2018,4,Mississippi,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
28,2018,4,Mississippi,8,13,Home-Based Services,1928636,0,1928636,588801,0,0,15649,0,15649,15649
28,2018,4,Mississippi,7,14,Home-Delivered Meals,1759072,0,1759072,638796,0,0,26682,0,26682,26682
28,2018,4,Mississippi,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
28,2018,4,Mississippi,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
28,2018,4,Mississippi,2,17,Information and Referral,199574,0,199574,64174,0,0,1097,0,1097,1097
28,2018,4,Mississippi,8,18,Legal Services,172709,0,172709,57570,0,0,1014,0,1014,1014
28,2018,4,Mississippi,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
28,2018,4,Mississippi,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
28,2018,4,Mississippi,7,21,Protective Services - Adults,2477899,0,2477899,0,0,0,3224,0,3224,3224
28,2018,4,Mississippi,1,22,Protective Services - Children,0,0,0,0,0,0,0,0,0,0
28,2018,4,Mississippi,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
28,2018,4,Mississippi,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
28,2018,4,Mississippi,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
28,2018,4,Mississippi,1,26,Special Services - Youth at Risk,5519969,0,5519969,0,4855,0,0,0,0,4855
28,2018,4,Mississippi,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
28,2018,4,Mississippi,8,28,Transportation,863871,0,863871,290008,0,0,5758,0,5758,5758
28,2018,4,Mississippi,8,29,Other Services,32467,0,32467,10823,0,0,81,0,81,81
28,2018,4,Mississippi,0,31,Administrative Costs,1252395,0,1252395,0,0,0,0,0,0,0
28,2018,4,Mississippi,0,32,All Categories,15656769,8648125,24304894,1791963,19498,0,56396,0,56396,75894
29,2018,7,Missouri,1,1,Adoption Services,6289888,0,6289888,83373404,30379,0,0,0,0,30379
29,2018,7,Missouri,2,2,Case Management,11692844,20800502,32493346,95882138,56878,0,0,23248,23248,80126
29,2018,7,Missouri,7,3,Congregate Meals,96785,0,96785,7920887,0,54,1240,116,1410,1410
29,2018,7,Missouri,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
29,2018,7,Missouri,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
29,2018,7,Missouri,3,6,Day Care - Children,0,0,0,0,0,0,0,0,0,0
29,2018,7,Missouri,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
29,2018,7,Missouri,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
29,2018,7,Missouri,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
29,2018,7,Missouri,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
29,2018,7,Missouri,1,11,Foster Care Services - Children,5109670,0,5109670,67729447,8639,0,0,0,0,8639
29,2018,7,Missouri,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
29,2018,7,Missouri,8,13,Home-Based Services,1678,0,1678,6987,0,2,6,0,8,8
29,2018,7,Missouri,7,14,Home-Delivered Meals,234623,0,234623,18712752,0,2067,26038,3044,31149,31149
29,2018,7,Missouri,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
29,2018,7,Missouri,5,16,Independent/Transitional Living Services,318074,0,318074,4216117,1445,0,0,0,0,1445
29,2018,7,Missouri,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
29,2018,7,Missouri,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
29,2018,7,Missouri,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
29,2018,7,Missouri,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
29,2018,7,Missouri,7,21,Protective Services - Adults,0,0,0,0,0,0,0,0,0,0
29,2018,7,Missouri,1,22,Protective Services - Children,1586298,0,1586298,21026617,2855,0,0,0,0,2855
29,2018,7,Missouri,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
29,2018,7,Missouri,4,24,Residential Treatment,1201537,873062,2074599,47492219,675,0,0,0,0,675
29,2018,7,Missouri,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
29,2018,7,Missouri,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
29,2018,7,Missouri,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
29,2018,7,Missouri,8,28,Transportation,211737,0,211737,2141742,0,577,2171,0,2748,2748
29,2018,7,Missouri,8,29,Other Services,644665,0,644665,2648063,0,0,0,14387,14387,14387
29,2018,7,Missouri,0,31,Administrative Costs,2448985,0,2448985,0,0,0,0,0,0,0
29,2018,7,Missouri,0,32,All Categories,29836784,21673564,51510348,351150373,100871,2700,29455,40795,72950,173821
30,2018,8,Montana,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
30,2018,8,Montana,2,2,Case Management,0,0,0,0,0,0,0,0,0,0
30,2018,8,Montana,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
30,2018,8,Montana,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
30,2018,8,Montana,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
30,2018,8,Montana,3,6,Day Care - Children,0,0,0,0,0,0,0,0,0,0
30,2018,8,Montana,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
30,2018,8,Montana,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
30,2018,8,Montana,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
30,2018,8,Montana,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
30,2018,8,Montana,1,11,Foster Care Services - Children,0,1716602,1716602,36532795,4079,0,0,0,0,4079
30,2018,8,Montana,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
30,2018,8,Montana,8,13,Home-Based Services,0,0,0,0,0,0,0,0,0,0
30,2018,8,Montana,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
30,2018,8,Montana,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
30,2018,8,Montana,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
30,2018,8,Montana,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
30,2018,8,Montana,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
30,2018,8,Montana,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
30,2018,8,Montana,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
30,2018,8,Montana,7,21,Protective Services - Adults,300000,0,300000,2413759,0,1658,5829,5,7492,7492
30,2018,8,Montana,1,22,Protective Services - Children,0,859237,859237,27559828,1494,0,0,0,0,1494
30,2018,8,Montana,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
30,2018,8,Montana,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
30,2018,8,Montana,6,25,Special Services - Disabled,4022857,0,4022857,127129499,875,6,2,0,8,883
30,2018,8,Montana,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
30,2018,8,Montana,4,27,Substance Abuse Services,0,0,0,0,0,0,0,0,0,0
30,2018,8,Montana,8,28,Transportation,0,0,0,0,0,0,0,0,0,0
30,2018,8,Montana,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
30,2018,8,Montana,0,31,Administrative Costs,73296,0,73296,0,0,0,0,0,0,0
30,2018,8,Montana,0,32,All Categories,4396153,2575839,6971992,193635881,6448,1664,5831,5,7500,13948
31,2018,7,Nebraska,1,1,Adoption Services,0,0,0,0,0,0,0,0,0,0
31,2018,7,Nebraska,2,2,Case Management,4882168,43779,4925947,0,35,5837,2424,0,8261,8296
31,2018,7,Nebraska,7,3,Congregate Meals,27946,0,27946,242524,0,101,317,0,418,418
31,2018,7,Nebraska,2,4,Counseling Services,0,0,0,0,0,0,0,0,0,0
31,2018,7,Nebraska,7,5,Day Care - Adults,228805,0,228805,1985643,0,522,252,0,774,774
31,2018,7,Nebraska,3,6,Day Care - Children,171063,0,171063,0,30355,0,0,0,0,30355
31,2018,7,Nebraska,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
31,2018,7,Nebraska,5,8,Employment Services,0,0,0,0,0,0,0,0,0,0
31,2018,7,Nebraska,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
31,2018,7,Nebraska,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
31,2018,7,Nebraska,1,11,Foster Care Services - Children,0,0,0,0,0,0,0,0,0,0
31,2018,7,Nebraska,4,12,Health-Related Services,0,0,0,0,0,0,0,0,0,0
31,2018,7,Nebraska,8,13,Home-Based Services,147146,0,147146,1276977,0,370,698,0,1068,1068
31,2018,7,Nebraska,7,14,Home-Delivered Meals,142071,0,142071,1232939,0,460,1206,0,1666,1666
31,2018,7,Nebraska,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
31,2018,7,Nebraska,5,16,Independent/Transitional Living Services,628,0,628,5447,0,11,6,0,17,17
31,2018,7,Nebraska,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
31,2018,7,Nebraska,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
31,2018,7,Nebraska,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
31,2018,7,Nebraska,8,20,Prevention and Intervention,0,0,0,0,0,0,0,0,0,0
31,2018,7,Nebraska,7,21,Protective Services - Adults,4836,0,4836,41964,0,739,1429,0,2168,2168
31,2018,7,Nebraska,1,22,Protective Services - Children,2881081,0,2881081,7133874,13153,0,0,0,0,13153
31,2018,7,Nebraska,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
31,2018,7,Nebraska,4,24,Residential Treatment,0,0,0,0,0,0,0,0,0,0
31,2018,7,Nebraska,6,25,Special Services - Disabled,0,0,0,0,0,0,0,0,0,0
31,2018,7,Nebraska,1,26,Special Services - Youth at Risk,0,0,0,0,0,0,0,0,0,0
31,2018,7,Nebraska,4,27,Substance Abuse Services,0,18939,18939,0,46,25,0,0,25,71
31,2018,7,Nebraska,8,28,Transportation,223453,0,223453,1939198,0,812,500,0,1312,1312
31,2018,7,Nebraska,8,29,Other Services,0,0,0,0,0,0,0,0,0,0
31,2018,7,Nebraska,0,31,Administrative Costs,609724,0,609724,0,0,0,0,0,0,0
31,2018,7,Nebraska,0,32,All Categories,9318921,62718,9381639,13858566,43589,8877,6832,0,15709,59298
32,2018,9,Nevada,1,1,Adoption Services,92421,0,92421,3752422,520,0,0,0,0,520
32,2018,9,Nevada,2,2,Case Management,1110912,0,1110912,1461887,1918,0,0,0,0,1918
32,2018,9,Nevada,7,3,Congregate Meals,0,0,0,0,0,0,0,0,0,0
32,2018,9,Nevada,2,4,Counseling Services,3096130,0,3096130,11909450,5233,0,0,0,0,5233
32,2018,9,Nevada,7,5,Day Care - Adults,0,0,0,0,0,0,0,0,0,0
32,2018,9,Nevada,3,6,Day Care - Children,0,0,0,0,0,0,0,0,0,0
32,2018,9,Nevada,5,7,Education and Training Services,0,0,0,0,0,0,0,0,0,0
32,2018,9,Nevada,5,8,Employment Services,813956,0,813956,31395,0,937,23,0,960,960
32,2018,9,Nevada,4,9,Family Planning Services,0,0,0,0,0,0,0,0,0,0
32,2018,9,Nevada,7,10,Foster Care Services - Adults,0,0,0,0,0,0,0,0,0,0
32,2018,9,Nevada,1,11,Foster Care Services - Children,1524942,0,1524942,2525931,1985,0,0,0,0,1985
32,2018,9,Nevada,4,12,Health-Related Services,148297,0,148297,1303828,2211,2058,321,0,2379,4590
32,2018,9,Nevada,8,13,Home-Based Services,384619,0,384619,271548,25,110,376,0,486,511
32,2018,9,Nevada,7,14,Home-Delivered Meals,0,0,0,0,0,0,0,0,0,0
32,2018,9,Nevada,8,15,Housing Services,0,0,0,0,0,0,0,0,0,0
32,2018,9,Nevada,5,16,Independent/Transitional Living Services,0,0,0,0,0,0,0,0,0,0
32,2018,9,Nevada,2,17,Information and Referral,0,0,0,0,0,0,0,0,0,0
32,2018,9,Nevada,8,18,Legal Services,0,0,0,0,0,0,0,0,0,0
32,2018,9,Nevada,4,19,Pregnancy and Parenting,0,0,0,0,0,0,0,0,0,0
32,2018,9,Nevada,8,20,Prevention and Intervention,1229432,0,1229432,9036121,13981,183,0,0,183,14164
32,2018,9,Nevada,7,21,Protective Services - Adults,1960761,0,1960761,140669,0,0,7255,0,7255,7255
32,2018,9,Nevada,1,22,Protective Services - Children,0,0,0,0,0,0,0,0,0,0
32,2018,9,Nevada,8,23,Recreation Services,0,0,0,0,0,0,0,0,0,0
